EmpID,Name,Department,Salary
2823,Nguyen An 2823,Sales,75891
2824,Ho Dung 2824,Engineering,88370
2825,Le An 2825,Sales,87000
2826,Pham Long 2826,Legal,94302
2827,Hoang Chi 2827,IT,83257
2828,Do Mai 2828,IT,76404
2829,Nguyen Binh 2829,Sales,76648
2830,Bui Giang 2830,Engineering,88475
2831,Tran Binh 2831,Finance,82739
2832,Do An 2832,Sales,45589
2833,Le Long 2833,Legal,46623
2834,Pham Kien 2834,HR,57342
2835,Dang Dung 2835,IT,72492
2836,Ho Chi 2836,Finance,62985
2837,Le Ha 2837,Marketing,46357
2838,Le Dung 2838,Finance,49480
2839,Bui Dung 2839,Legal,34318
2840,Pham Ha 2840,Engineering,88162
2841,Bui Kien 2841,HR,45958
2842,Vu Giang 2842,HR,95324
2843,Vu Long 2843,Engineering,42853
2844,Tran Giang 2844,Sales,25555
2845,Nguyen Chi 2845,IT,66508
2846,Do Long 2846,HR,70078
2847,Nguyen An 2847,Sales,73433
2848,Pham Chi 2848,Engineering,84782
2849,Tran An 2849,Finance,57186
2850,Ho Em 2850,HR,20878
2851,Tran Ha 2851,HR,57399
2852,Dang Dung 2852,Marketing,32101
2853,Do Dung 2853,Engineering,49250
2854,Dang Giang 2854,Legal,45968
2855,Dang Ha 2855,HR,84839
2856,Do Ha 2856,Engineering,52235
2857,Tran Binh 2857,Engineering,45574
2858,Hoang Binh 2858,Finance,40487
2859,Bui Long 2859,Finance,92662
2860,Le Dung 2860,HR,40146
2861,Tran Kien 2861,Legal,55977
2862,Do Dung 2862,Sales,80340
2863,Hoang Chi 2863,HR,90765
2864,Bui Em 2864,Finance,74766
2865,Pham Mai 2865,Finance,24135
2866,Tran Giang 2866,Engineering,89786
2867,Pham Long 2867,IT,78711
2868,Do Mai 2868,IT,61359
2869,Le Long 2869,IT,96248
2870,Tran An 2870,HR,33052
2871,Pham Ha 2871,Finance,91038
2872,Pham Dung 2872,IT,47562
2873,Do Ha 2873,IT,93944
2874,Ho Ha 2874,Legal,28509
2875,Bui Ha 2875,Legal,29325
2876,Bui Kien 2876,Finance,39441
2877,Pham Mai 2877,Sales,33952
2878,Le Mai 2878,IT,65790
2879,Ho Chi 2879,IT,20590
2880,Hoang Binh 2880,Legal,77269
2881,Le Em 2881,HR,29933
2882,Nguyen Binh 2882,Finance,51362
2883,Hoang Binh 2883,Finance,84109
2884,Ho Long 2884,IT,48522
2885,Nguyen Em 2885,Legal,62712
2886,Tran Dung 2886,Marketing,70540
2887,Hoang Kien 2887,Legal,67922
2888,Le Ha 2888,Finance,66498
2889,Bui Mai 2889,Marketing,23163
2890,Dang Giang 2890,Finance,74910
2891,Bui Em 2891,Engineering,58826
2892,Bui Chi 2892,Legal,74031
2893,Ho Long 2893,Sales,23249
2894,Vu Long 2894,HR,50395
2895,Le Kien 2895,HR,85533
2896,Le Ha 2896,Sales,49956
2897,Do Binh 2897,HR,59509
2898,Hoang Em 2898,Engineering,24165
2899,Dang An 2899,Sales,20376
2900,Do Kien 2900,Marketing,33940
2901,Ho Mai 2901,Engineering,67969
2902,Vu Em 2902,Marketing,52735
2903,Dang Chi 2903,IT,30372
2904,Vu Mai 2904,Finance,20113
2905,Dang Giang 2905,Engineering,62128
2906,Ho Mai 2906,Legal,98700
2907,Ho An 2907,HR,71884
2908,Nguyen Binh 2908,Finance,66125
2909,Bui Mai 2909,Engineering,65755
2910,Pham Long 2910,Engineering,87436
2911,Vu An 2911,Engineering,56250
2912,Tran Giang 2912,Marketing,97051
2913,Pham An 2913,Finance,59391
2914,Vu Binh 2914,HR,98469
2915,Vu Giang 2915,Legal,20537
2916,Bui An 2916,HR,52590
2917,Bui Dung 2917,Sales,63156
2918,Tran Long 2918,Marketing,92054
2919,Pham Long 2919,Sales,28979
2920,Vu Em 2920,IT,64343
2921,Bui Ha 2921,Finance,83894
2922,Dang Mai 2922,Marketing,23748
2923,Hoang Em 2923,HR,30132
2924,Le Em 2924,IT,93323
2925,Do Long 2925,Sales,82015
2926,Hoang An 2926,Sales,92977
2927,Dang An 2927,Engineering,31716
2928,Hoang Ha 2928,Legal,78170
2929,Ho Kien 2929,Engineering,89642
2930,Dang Giang 2930,Legal,98431
2931,Bui Giang 2931,Marketing,80016
2932,Le Kien 2932,IT,20663
2933,Dang Dung 2933,Engineering,42673
2934,Pham An 2934,Marketing,35313
2935,Tran An 2935,IT,89377
2936,Le Dung 2936,Legal,58806
2937,Ho Kien 2937,Engineering,80302
2938,Vu Ha 2938,IT,52841
2939,Hoang Ha 2939,IT,74145
2940,Pham Binh 2940,Finance,81544
2941,Bui Kien 2941,IT,56317
2942,Dang Binh 2942,Legal,34154
2943,Pham Giang 2943,Sales,97724
2944,Bui Giang 2944,Finance,51712
2945,Do An 2945,Finance,37527
2946,Tran Giang 2946,Engineering,98965
2947,Vu Chi 2947,Legal,36540
2948,Dang Long 2948,Marketing,56592
2949,Nguyen Mai 2949,Legal,35607
2950,Vu Long 2950,IT,83759
2951,Bui Binh 2951,Legal,48011
2952,Le Long 2952,Engineering,49228
2953,Le Dung 2953,Sales,67512
2954,Pham An 2954,HR,52633
2955,Vu Mai 2955,HR,55092
2956,Nguyen Chi 2956,IT,85221
2957,Tran Ha 2957,Sales,89044
2958,Vu An 2958,Engineering,28118
2959,Nguyen Chi 2959,Marketing,41698
2960,Do Em 2960,IT,90925
2961,Ho Chi 2961,IT,78565
2962,Vu Ha 2962,Engineering,89735
2963,Le Em 2963,Finance,28126
2964,Tran Dung 2964,Engineering,36761
2965,Bui Mai 2965,Legal,95367
2966,Tran Kien 2966,Marketing,43889
2967,Vu Mai 2967,Finance,26132
2968,Bui Giang 2968,Legal,86329
2969,Do Em 2969,Sales,55155
2970,Nguyen Long 2970,Legal,49525
2971,Ho Mai 2971,Legal,82829
2972,Vu Kien 2972,Legal,85697
2973,Nguyen Binh 2973,IT,76292
2974,Pham Long 2974,Finance,46613
2975,Dang Chi 2975,Sales,47605
2976,Bui Mai 2976,IT,69123
2977,Ho Kien 2977,IT,81077
2978,Bui Long 2978,Marketing,44661
2979,Pham Ha 2979,Sales,47510
2980,Pham Kien 2980,Engineering,36593
2981,Do Binh 2981,HR,69280
2982,Dang Chi 2982,Sales,74710
2983,Vu Dung 2983,Legal,94554
2984,Ho Ha 2984,HR,42782
2985,Pham Giang 2985,Finance,93696
2986,Hoang Mai 2986,Engineering,76444
2987,Do Ha 2987,HR,61132
2988,Nguyen An 2988,Marketing,35005
2989,Pham Chi 2989,Engineering,64047
2990,Ho Long 2990,Finance,54984
2991,Tran Giang 2991,Engineering,21654
2992,Dang Kien 2992,Finance,75808
2993,Ho Chi 2993,HR,49063
2994,Do An 2994,HR,76926
2995,Nguyen Giang 2995,IT,40195
2996,Hoang Long 2996,Sales,35257
2997,Tran Mai 2997,Engineering,57347
2998,Do An 2998,Engineering,51327
2999,Pham Em 2999,Finance,24061
3000,Ho Mai 3000,Marketing,53915
3001,Bui Ha 3001,Sales,29055
3002,Hoang Dung 3002,Finance,61487
3003,Vu Binh 3003,Sales,93968
3004,Tran Ha 3004,Finance,36089
3005,Tran Kien 3005,Sales,76915
3006,Vu Ha 3006,HR,91279
3007,Do Em 3007,Engineering,58084
3008,Le Chi 3008,HR,74532
3009,Pham Chi 3009,Legal,68570
3010,Do Mai 3010,IT,39363
3011,Le Chi 3011,Marketing,87878
3012,Nguyen Em 3012,IT,69520
3013,Hoang Long 3013,IT,83664
3014,Ho Ha 3014,IT,90380
3015,Vu Binh 3015,Marketing,88351
3016,Pham Kien 3016,Marketing,25551
3017,Tran Mai 3017,Marketing,55439
3018,Dang Giang 3018,Legal,63694
3019,Do An 3019,Engineering,89849
3020,Nguyen Dung 3020,Engineering,70292
3021,Bui Long 3021,IT,68592
3022,Bui An 3022,Engineering,67082
3023,Tran Ha 3023,Legal,88576
3024,Pham Em 3024,Engineering,24497
3025,Do Kien 3025,Engineering,48751
3026,Pham An 3026,Finance,90339
3027,Tran Long 3027,Marketing,22910
3028,Tran Em 3028,Marketing,51224
3029,Nguyen Em 3029,Engineering,78759
3030,Pham Mai 3030,IT,91804
3031,Dang Kien 3031,Sales,68957
3032,Bui Em 3032,Finance,20187
3033,Vu Long 3033,Engineering,66257
3034,Do Long 3034,Sales,41752
3035,Tran Binh 3035,HR,62632
3036,Le Chi 3036,Marketing,42927
3037,Dang Long 3037,Legal,30663
3038,Hoang Chi 3038,Engineering,97496
3039,Dang An 3039,IT,31626
3040,Dang Chi 3040,IT,94820
3041,Le Ha 3041,HR,20998
3042,Ho Chi 3042,Marketing,43263
3043,Nguyen Giang 3043,Marketing,37196
3044,Dang Binh 3044,Finance,48366
3045,Vu Dung 3045,IT,20135
3046,Bui Dung 3046,Engineering,86096
3047,Nguyen Ha 3047,IT,47322
3048,Do Kien 3048,Marketing,73951
3049,Pham Giang 3049,HR,50660
3050,Le Binh 3050,Engineering,86190
3051,Ho Long 3051,Engineering,37693
3052,Tran Em 3052,Legal,38121
3053,Tran Giang 3053,Marketing,48536
3054,Nguyen Mai 3054,HR,58394
3055,Tran Binh 3055,Engineering,20129
3056,Bui Long 3056,Legal,69728
3057,Le Ha 3057,HR,72638
3058,Dang Giang 3058,Sales,74295
3059,Bui Long 3059,Legal,60240
3060,Le An 3060,IT,69813
3061,Vu Em 3061,Marketing,27376
3062,Bui Chi 3062,Marketing,77896
3063,Vu Ha 3063,HR,60596
3064,Hoang Binh 3064,Finance,33658
3065,Nguyen Binh 3065,HR,22633
3066,Nguyen Binh 3066,Marketing,53423
3067,Hoang Mai 3067,Sales,94552
3068,Tran Binh 3068,Finance,55268
3069,Dang Chi 3069,Engineering,86531
3070,Tran Dung 3070,Finance,79983
3071,Dang Giang 3071,Legal,88934
3072,Do An 3072,Marketing,68291
3073,Dang Binh 3073,Legal,53432
3074,Vu An 3074,Engineering,75434
3075,Do Long 3075,Engineering,44457
3076,Hoang Em 3076,Finance,73739
3077,Hoang Binh 3077,Engineering,62628
3078,Tran Kien 3078,Marketing,84131
3079,Ho Chi 3079,Finance,39180
3080,Vu Long 3080,Engineering,75597
3081,Do Long 3081,Marketing,50176
3082,Vu An 3082,Engineering,34364
3083,Hoang Dung 3083,Sales,87576
3084,Pham An 3084,IT,34749
3085,Pham Chi 3085,HR,76583
3086,Bui Mai 3086,Finance,93176
3087,Le Dung 3087,Marketing,42489
3088,Vu Chi 3088,HR,62382
3089,Nguyen Chi 3089,HR,80148
3090,Le Chi 3090,IT,45945
3091,Vu Chi 3091,Legal,81400
3092,Le Em 3092,HR,90512
3093,Nguyen Em 3093,Engineering,58465
3094,Do Chi 3094,Engineering,39426
3095,Ho Ha 3095,IT,33409
3096,Tran Dung 3096,Finance,73464
3097,Tran Chi 3097,Finance,86344
3098,Vu Binh 3098,Sales,57589
3099,Bui An 3099,Finance,70430
3100,Tran Em 3100,HR,27159
3101,Ho Giang 3101,Marketing,56101
3102,Tran Long 3102,HR,21333
3103,Vu An 3103,Legal,69625
3104,Nguyen Ha 3104,IT,69056
3105,Dang Chi 3105,Sales,42993
3106,Pham Giang 3106,IT,89028
3107,Do Giang 3107,Sales,87005
3108,Bui Chi 3108,IT,52837
3109,Tran Dung 3109,Legal,29255
3110,Dang Kien 3110,Engineering,70660
3111,Bui Mai 3111,Marketing,23860
3112,Do Binh 3112,Finance,69914
3113,Bui Ha 3113,IT,31074
3114,Le Dung 3114,Legal,81529
3115,Dang Giang 3115,Legal,78601
3116,Ho Dung 3116,Sales,33552
3117,Hoang An 3117,Marketing,92956
3118,Pham Ha 3118,Finance,64805
3119,Vu Em 3119,Sales,54791
3120,Hoang Kien 3120,Legal,21274
3121,Le An 3121,Marketing,48496
3122,Tran Long 3122,Sales,21418
3123,Dang Dung 3123,Finance,81527
3124,Hoang Binh 3124,IT,60586
3125,Le An 3125,Marketing,64503
3126,Pham Ha 3126,Engineering,85963
3127,Vu Kien 3127,Marketing,49861
3128,Bui Binh 3128,IT,26324
3129,Do Binh 3129,HR,96750
3130,Vu Ha 3130,Engineering,50409
3131,Bui Em 3131,Marketing,99322
3132,Le Long 3132,Engineering,40137
3133,Do Long 3133,IT,92461
3134,Tran An 3134,Engineering,74505
3135,Le Ha 3135,IT,72898
3136,Pham Kien 3136,HR,36700
3137,Bui Binh 3137,HR,38576
3138,Pham Chi 3138,Finance,93772
3139,Vu Mai 3139,Engineering,96615
3140,Ho Ha 3140,Marketing,61823
3141,Do Em 3141,HR,65681
3142,Bui Mai 3142,Engineering,23796
3143,Do Em 3143,IT,67027
3144,Hoang Giang 3144,Marketing,65221
3145,Vu Ha 3145,Engineering,81035
3146,Le Mai 3146,HR,93669
3147,Hoang Long 3147,Sales,61329
3148,Pham Ha 3148,Engineering,65761
3149,Bui Mai 3149,Marketing,75128
3150,Dang Mai 3150,Sales,94624
3151,Vu Kien 3151,Engineering,89675
3152,Ho Ha 3152,Finance,44709
3153,Vu Mai 3153,Marketing,91602
3154,Ho Dung 3154,Finance,29257
3155,Bui Chi 3155,Sales,80588
3156,Pham Giang 3156,Sales,77571
3157,Nguyen Mai 3157,HR,99508
3158,Le Kien 3158,Finance,42018
3159,Le Mai 3159,Legal,50303
3160,Tran Em 3160,Marketing,34574
3161,Hoang An 3161,Sales,41434
3162,Ho Kien 3162,IT,98316
3163,Pham Chi 3163,IT,33901
3164,Dang Long 3164,HR,25721
3165,Bui Long 3165,Marketing,67228
3166,Vu An 3166,HR,81676
3167,Nguyen Long 3167,Finance,52802
3168,Nguyen Binh 3168,IT,87958
3169,Le Dung 3169,IT,88822
3170,Vu An 3170,Engineering,96706
3171,Dang Long 3171,Finance,27463
3172,Bui Mai 3172,Legal,53847
3173,Dang Binh 3173,Marketing,65793
3174,Ho Em 3174,HR,21491
3175,Ho Mai 3175,Finance,95208
3176,Tran Mai 3176,Engineering,30287
3177,Vu Long 3177,Finance,73594
3178,Pham Kien 3178,Finance,35583
3179,Nguyen Binh 3179,Legal,38447
3180,Do Mai 3180,Engineering,44720
3181,Bui Kien 3181,Legal,84026
3182,Nguyen Long 3182,Finance,65386
3183,Vu An 3183,Marketing,54086
3184,Tran Em 3184,IT,40270
3185,Nguyen Chi 3185,HR,40763
3186,Bui Chi 3186,Finance,51031
3187,Ho An 3187,Engineering,82168
3188,Tran Giang 3188,Legal,82714
3189,Pham Kien 3189,Marketing,47000
3190,Le Giang 3190,Sales,35079
3191,Bui Dung 3191,Marketing,44463
3192,Nguyen Ha 3192,Finance,44071
3193,Ho Em 3193,Marketing,29580
3194,Pham Em 3194,Engineering,31454
3195,Nguyen Chi 3195,Engineering,91127
3196,Le Binh 3196,Engineering,91560
3197,Nguyen Em 3197,Marketing,74865
3198,Tran Kien 3198,Legal,38621
3199,Le Mai 3199,IT,24312
3200,Le Binh 3200,Marketing,20974
3201,Hoang An 3201,Finance,33730
3202,Hoang Em 3202,Finance,79143
3203,Do Binh 3203,HR,47742
3204,Vu Long 3204,Finance,68845
3205,Hoang Dung 3205,HR,37912
3206,Ho Dung 3206,Marketing,94975
3207,Nguyen Long 3207,IT,94708
3208,Do Kien 3208,Marketing,31415
3209,Hoang Em 3209,Legal,41520
3210,Pham Em 3210,IT,49736
3211,Tran Giang 3211,Legal,61796
3212,Nguyen Mai 3212,IT,26622
3213,Bui Giang 3213,Legal,62818
3214,Le Em 3214,Sales,20099
3215,Ho Ha 3215,HR,95352
3216,Pham Ha 3216,Finance,87318
3217,Hoang Long 3217,Legal,58026
3218,Vu Kien 3218,Marketing,93011
3219,Pham Long 3219,HR,39674
3220,Le Chi 3220,Sales,77936
3221,Ho Mai 3221,HR,80674
3222,Bui Ha 3222,Finance,36219
3223,Pham An 3223,HR,77654
3224,Vu An 3224,Engineering,57631
3225,Nguyen An 3225,IT,47237
3226,Nguyen Em 3226,IT,38877
3227,Ho Kien 3227,Marketing,69270
3228,Bui Ha 3228,Marketing,40277
3229,Dang An 3229,IT,57005
3230,Nguyen Ha 3230,IT,64380
3231,Bui Ha 3231,Engineering,29541
3232,Nguyen Binh 3232,Marketing,99685
3233,Do Ha 3233,IT,81684
3234,Dang Binh 3234,HR,68347
3235,Ho Dung 3235,Sales,40332
3236,Le Em 3236,Sales,50498
3237,Tran An 3237,Sales,99926
3238,Le Dung 3238,Sales,67611
3239,Do Ha 3239,IT,92278
3240,Pham An 3240,Finance,63998
3241,Bui Dung 3241,Legal,84780
3242,Pham Dung 3242,Legal,98751
3243,Vu Mai 3243,Legal,23983
3244,Nguyen Dung 3244,IT,49355
3245,Do Giang 3245,Finance,43121
3246,Nguyen Giang 3246,HR,44522
3247,Dang Binh 3247,Engineering,21856
3248,Ho Mai 3248,Marketing,43132
3249,Nguyen Long 3249,Marketing,71456
3250,Bui Mai 3250,Finance,46782
3251,Hoang Kien 3251,Legal,26067
3252,Pham Binh 3252,HR,37508
3253,Pham Binh 3253,Engineering,92371
3254,Dang Giang 3254,HR,26238
3255,Ho Binh 3255,Sales,87796
3256,Vu An 3256,HR,90228
3257,Dang Giang 3257,Legal,25285
3258,Le Dung 3258,HR,78348
3259,Bui Ha 3259,HR,26829
3260,Nguyen Em 3260,Engineering,59265
3261,Ho Long 3261,Finance,23119
3262,Do An 3262,Legal,80235
3263,Vu An 3263,Engineering,60168
3264,Bui Ha 3264,Sales,34427
3265,Le An 3265,Engineering,77421
3266,Tran Chi 3266,Legal,41789
3267,Hoang Binh 3267,Finance,99824
3268,Do Em 3268,Engineering,70613
3269,Vu Long 3269,Engineering,45498
3270,Tran Ha 3270,Marketing,84676
3271,Bui Em 3271,Marketing,26735
3272,Ho Ha 3272,Engineering,29603
3273,Tran Mai 3273,IT,67567
3274,Dang Kien 3274,Legal,66148
3275,Vu Em 3275,Engineering,46352
3276,Pham Chi 3276,Marketing,94998
3277,Bui Binh 3277,Sales,82023
3278,Le Long 3278,Engineering,33311
3279,Le Long 3279,Engineering,98302
3280,Dang Em 3280,Legal,21761
3281,Bui Dung 3281,IT,75804
3282,Do Giang 3282,Legal,66327
3283,Bui Dung 3283,Legal,25474
3284,Pham An 3284,Finance,59606
3285,Ho Long 3285,HR,21802
3286,Bui Binh 3286,Marketing,96399
3287,Hoang Kien 3287,Legal,89736
3288,Tran Kien 3288,IT,58793
3289,Le An 3289,HR,45515
3290,Dang Ha 3290,HR,71529
3291,Dang Long 3291,Engineering,44954
3292,Tran An 3292,Sales,86827
3293,Vu Kien 3293,Engineering,82136
3294,Tran Binh 3294,IT,70311
3295,Do Chi 3295,Legal,52706
3296,Pham Chi 3296,Legal,42671
3297,Le Chi 3297,Engineering,79053
3298,Dang Mai 3298,Legal,56941
3299,Pham Binh 3299,Sales,40491
3300,Do Binh 3300,Sales,58919
3301,Nguyen Ha 3301,Marketing,73796
3302,Ho Binh 3302,Marketing,81277
3303,Do Dung 3303,Finance,71391
3304,Le Chi 3304,Marketing,47527
3305,Bui An 3305,Legal,57208
3306,Vu Dung 3306,Legal,89656
3307,Bui Dung 3307,HR,52361
3308,Le Chi 3308,HR,45023
3309,Pham Em 3309,Engineering,68163
3310,Vu An 3310,IT,52515
3311,Le Kien 3311,Finance,22739
3312,Hoang Ha 3312,HR,36516
3313,Pham Chi 3313,Engineering,33183
3314,Ho An 3314,Finance,86879
3315,Hoang Em 3315,Finance,37512
3316,Tran Chi 3316,Marketing,45160
3317,Hoang Chi 3317,Marketing,62760
3318,Pham Kien 3318,Sales,76334
3319,Vu Giang 3319,Engineering,75923
3320,Le Chi 3320,Finance,28348
3321,Dang Chi 3321,Engineering,23191
3322,Vu Em 3322,Sales,77428
3323,Do Binh 3323,IT,70013
3324,Do Chi 3324,Finance,80084
3325,Bui Binh 3325,IT,23111
3326,Le Dung 3326,Engineering,87730
3327,Bui Kien 3327,Finance,29170
3328,Bui An 3328,Finance,84225
3329,Ho Long 3329,Marketing,69683
3330,Nguyen An 3330,HR,61068
3331,Vu An 3331,HR,67900
3332,Le An 3332,Legal,56376
3333,Vu Dung 3333,Engineering,57461
3334,Bui An 3334,Sales,86723
3335,Ho Giang 3335,IT,83909
3336,Tran Mai 3336,Engineering,97289
3337,Hoang Kien 3337,Marketing,86600
3338,Bui Chi 3338,IT,36539
3339,Dang Binh 3339,HR,68247
3340,Vu An 3340,IT,64679
3341,Dang Mai 3341,HR,95237
3342,Nguyen Long 3342,IT,62069
3343,Ho An 3343,Sales,63582
3344,Le Giang 3344,Marketing,20710
3345,Vu Mai 3345,Legal,21033
3346,Tran Ha 3346,Engineering,71061
3347,Tran Giang 3347,Legal,87013
3348,Do Binh 3348,Finance,74935
3349,Do Long 3349,Engineering,32844
3350,Hoang Ha 3350,Sales,56540
3351,Bui Dung 3351,IT,84372
3352,Pham Ha 3352,Marketing,87213
3353,Pham An 3353,HR,44074
3354,Do Long 3354,Sales,51246
3355,Hoang An 3355,IT,90615
3356,Dang Ha 3356,Marketing,79355
3357,Vu Ha 3357,Marketing,44957
3358,Pham Mai 3358,Marketing,35340
3359,Hoang Ha 3359,IT,41401
3360,Ho Chi 3360,Sales,71026
3361,Tran Giang 3361,Marketing,54432
3362,Le Em 3362,Sales,42777
3363,Vu An 3363,Legal,24995
3364,Tran Long 3364,Legal,90502
3365,Ho Long 3365,Legal,90573
3366,Dang Em 3366,IT,92441
3367,Ho Binh 3367,IT,52385
3368,Hoang Long 3368,Engineering,83017
3369,Ho Em 3369,IT,40414
3370,Ho Kien 3370,Finance,84204
3371,Le Kien 3371,IT,65596
3372,Tran Chi 3372,IT,63598
3373,Nguyen Mai 3373,Sales,64431
3374,Le Long 3374,Sales,45590
3375,Hoang Em 3375,Marketing,22176
3376,Ho Kien 3376,IT,88262
3377,Ho Em 3377,Legal,89145
3378,Nguyen Mai 3378,Sales,51386
3379,Bui Long 3379,Finance,66583
3380,Bui An 3380,Finance,44741
3381,Dang Ha 3381,HR,30487
3382,Pham Mai 3382,Marketing,81817
3383,Ho Kien 3383,HR,99339
3384,Bui Em 3384,HR,40445
3385,Vu Binh 3385,IT,54148
3386,Tran Em 3386,Sales,90518
3387,Pham Mai 3387,Engineering,74631
3388,Le Giang 3388,Legal,76065
3389,Tran Mai 3389,Finance,46297
3390,Hoang Giang 3390,Engineering,86324
3391,Bui An 3391,HR,35382
3392,Dang Dung 3392,Finance,25986
3393,Dang Mai 3393,Sales,48403
3394,Pham Dung 3394,Legal,81813
3395,Le Chi 3395,Marketing,71009
3396,Hoang An 3396,Marketing,50580
3397,Bui Long 3397,Finance,25675
3398,Vu Dung 3398,Finance,72700
3399,Do Mai 3399,IT,39668
3400,Le Binh 3400,HR,50409
3401,Vu An 3401,HR,21179
3402,Pham Mai 3402,Engineering,93644
3403,Hoang An 3403,IT,87416
3404,Hoang Mai 3404,Marketing,80179
3405,Do Ha 3405,IT,36030
3406,Hoang Dung 3406,Marketing,45574
3407,Pham Mai 3407,Sales,78873
3408,Nguyen Mai 3408,Marketing,67141
3409,Dang Em 3409,Marketing,51279
3410,Vu Ha 3410,Engineering,92749
3411,Le Mai 3411,IT,73633
3412,Vu Giang 3412,Engineering,64274
3413,Le Mai 3413,IT,81160
3414,Hoang Giang 3414,IT,77412
3415,Do Ha 3415,HR,75642
3416,Pham Dung 3416,HR,85036
3417,Bui An 3417,Engineering,65828
3418,Tran Mai 3418,Sales,33965
3419,Dang Dung 3419,HR,88110
3420,Tran Dung 3420,HR,26181
3421,Le Binh 3421,HR,27900
3422,Nguyen Mai 3422,Legal,64939
3423,Vu Giang 3423,Finance,35562
3424,Pham Dung 3424,IT,89136
3425,Tran Giang 3425,Legal,93709
3426,Do Dung 3426,Marketing,42496
3427,Dang Dung 3427,Sales,29430
3428,Hoang Binh 3428,HR,35552
3429,Le An 3429,IT,65391
3430,Tran Ha 3430,Finance,85231
3431,Tran Em 3431,IT,62269
3432,Bui Chi 3432,IT,83814
3433,Vu Kien 3433,Legal,60894
3434,Bui Ha 3434,Sales,59226
3435,Pham Giang 3435,Marketing,76106
3436,Ho An 3436,Sales,69494
3437,Nguyen Em 3437,Sales,86452
3438,Bui Giang 3438,Sales,53188
3439,Ho Binh 3439,IT,61000
3440,Do Chi 3440,Finance,65506
3441,Vu Mai 3441,HR,25836
3442,Nguyen Mai 3442,IT,94927
3443,Dang Dung 3443,Finance,27392
3444,Bui Binh 3444,Sales,34205
3445,Pham Kien 3445,IT,23456
3446,Nguyen Kien 3446,Engineering,73277
3447,Tran An 3447,HR,50270
3448,Le Binh 3448,Engineering,52409
3449,Bui An 3449,Finance,94986
3450,Nguyen Giang 3450,Sales,71282
3451,Ho Chi 3451,Engineering,21356
3452,Hoang Ha 3452,Engineering,89064
3453,Do Kien 3453,IT,44294
3454,Pham Chi 3454,Sales,78064
3455,Bui Kien 3455,Marketing,81876
3456,Pham An 3456,Finance,80125
3457,Bui Dung 3457,Sales,22029
3458,Bui Mai 3458,Finance,81625
3459,Le An 3459,Legal,23137
3460,Bui Chi 3460,Legal,62058
3461,Bui Mai 3461,Legal,95802
3462,Bui Giang 3462,Legal,88303
3463,Dang Binh 3463,Finance,56445
3464,Hoang Chi 3464,Legal,72386
3465,Nguyen Chi 3465,HR,65352
3466,Dang An 3466,Marketing,92950
3467,Le Kien 3467,Marketing,65075
3468,Ho Ha 3468,Engineering,69432
3469,Hoang Ha 3469,IT,27153
3470,Tran Binh 3470,Sales,50768
3471,Nguyen Binh 3471,Legal,34477
3472,Le Dung 3472,IT,77854
3473,Bui Kien 3473,IT,96527
3474,Dang Ha 3474,Sales,82367
3475,Le Mai 3475,HR,20535
3476,Dang An 3476,Marketing,37735
3477,Do Binh 3477,Engineering,86110
3478,Pham Long 3478,Marketing,72101
3479,Tran Dung 3479,IT,28473
3480,Bui Ha 3480,Legal,69156
3481,Le Em 3481,Marketing,54327
3482,Bui Binh 3482,Marketing,65638
3483,Dang Giang 3483,Legal,27840
3484,Dang Mai 3484,HR,73609
3485,Bui Mai 3485,Engineering,68085
3486,Ho Kien 3486,Engineering,55940
3487,Hoang Dung 3487,IT,28661
3488,Pham Giang 3488,HR,20712
3489,Tran Chi 3489,Sales,53395
3490,Le Long 3490,Legal,94624
3491,Le Mai 3491,HR,55202
3492,Le An 3492,Finance,85043
3493,Tran Ha 3493,Engineering,81707
3494,Tran Kien 3494,IT,77823
3495,Le Kien 3495,Engineering,69811
3496,Ho Dung 3496,Legal,72573
3497,Bui An 3497,Legal,78456
3498,Bui Ha 3498,Finance,96129
3499,Bui Dung 3499,Sales,72114
3500,Tran Kien 3500,Sales,61433
3501,Pham Chi 3501,HR,90708
3502,Nguyen Em 3502,Legal,97963
3503,Pham Binh 3503,Legal,80841
3504,Nguyen Mai 3504,Legal,63865
3505,Dang Dung 3505,Engineering,60345
3506,Do Chi 3506,IT,86685
3507,Ho Em 3507,HR,59843
3508,Ho Binh 3508,HR,77679
3509,Le Dung 3509,Marketing,54211
3510,Nguyen Mai 3510,Finance,77212
3511,Pham Em 3511,IT,66315
3512,Tran Dung 3512,Sales,97646
3513,Hoang Dung 3513,Finance,25003
3514,Le Binh 3514,HR,25224
3515,Hoang Long 3515,Marketing,97578
3516,Hoang Kien 3516,Finance,77097
3517,Le Dung 3517,Engineering,57932
3518,Pham Mai 3518,Engineering,92774
3519,Ho Chi 3519,Marketing,27084
3520,Hoang An 3520,Sales,60913
3521,Bui Kien 3521,Engineering,35105
3522,Le Kien 3522,Engineering,92630
3523,Tran Dung 3523,IT,47674
3524,Pham Ha 3524,Marketing,62138
3525,Bui Ha 3525,Sales,40003
3526,Bui Dung 3526,IT,56988
3527,Bui Em 3527,IT,45664
3528,Bui Kien 3528,Marketing,59670
3529,Vu Ha 3529,Engineering,95599
3530,Ho Mai 3530,IT,49051
3531,Ho An 3531,Finance,43720
3532,Ho Em 3532,Marketing,27448
3533,Le Ha 3533,Marketing,46077
3534,Vu Mai 3534,Sales,39636
